StateCode,Division,YearMonth,TAVG,TMIN,TMAX,PCP,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24
41,0,190903,57.40,43.10,71.70,0.99,-2.82,-2.82,-1.72,-2.82,59.00,220.00,-0.84,-1.25,-1.73,-1.47,-0.95,-0.25,0.09
41,0,190904,64.70,50.50,79.00,1.17,-3.34,-3.34,-2.43,-3.34,106.00,64.00,-1.05,-1.29,-1.62,-1.56,-1.46,-0.87,0.02
41,0,190905,72.00,58.80,85.10,2.70,-3.67,-3.67,-2.03,-3.67,260.00,6.00,-0.37,-0.95,-1.18,-2.00,-1.63,-1.27,-0.27
41,0,190906,80.10,67.70,92.40,2.92,-3.94,-3.94,-1.93,-3.94,479.00,0.00,0.14,-0.21,-0.67,-1.50,-1.41,-1.07,-0.11
41,0,190907,83.80,72.10,95.40,2.42,-4.06,-4.06,-1.59,-4.06,616.00,0.00,0.14,0.09,-0.21,-0.98,-1.26,-1.21,-0.20
41,0,190908,82.30,70.10,94.40,2.14,-3.97,-3.97,-0.97,-3.97,580.00,0.00,0.02,-0.06,-0.06,-0.76,-1.41,-1.31,-0.11
41,0,190909,75.20,61.80,88.70,0.99,-4.46,-4.46,-2.72,-4.46,373.00,1.00,-1.59,-1.17,-0.93,-1.13,-1.71,-1.60,-0.20
41,0,190910,65.90,51.20,80.60,1.90,-4.26,-4.26,-0.76,-4.26,150.00,47.00,-0.26,-1.28,-1.10,-0.96,-1.43,-1.61,-0.67
41,0,190911,60.50,47.90,73.00,2.37,-3.90,-3.90,-0.25,-3.90,94.00,130.00,0.60,0.08,-0.80,-0.64,-1.06,-1.61,-0.92
41,0,190912,40.30,28.70,51.80,1.86,-3.36,-3.36,0.43,-3.13,1.00,675.00,0.29,0.47,0.09,-0.63,-0.85,-1.36,-0.71
41,0,191001,47.10,34.00,60.20,0.65,-3.58,-3.58,-1.70,-3.58,14.00,485.00,-1.06,-0.51,-0.09,-0.89,-0.85,-1.28,-0.76
41,0,191002,45.30,31.00,59.70,1.02,-3.54,-3.54,-1.00,-3.54,4.00,501.00,-0.62,-1.10,-0.70,-1.01,-0.86,-1.21,-0.89
41,0,191003,61.80,47.40,76.20,1.24,-3.74,-3.74,-1.69,-3.74,97.00,140.00,-0.50,-0.78,-1.05,-0.52,-1.02,-1.16,-0.92
41,0,191004,64.30,50.60,78.00,2.16,-3.53,-3.53,-0.53,-3.53,90.00,71.00,0.07,-0.21,-0.51,-0.42,-1.01,-0.97,-1.26
41,0,191005,71.20,58.60,83.80,3.14,-3.40,-3.40,-0.71,-3.40,234.00,9.00,-0.01,-0.06,-0.24,-0.61,-0.93,-0.86,-1.57
41,0,191006,79.70,66.60,92.80,1.79,-3.82,-3.82,-2.32,-3.82,446.00,0.00,-0.82,-0.60,-0.53,-0.97,-0.68,-1.06,-1.67
41,0,191007,83.50,70.50,96.50,1.42,-4.27,-4.27,-2.52,-4.27,583.00,0.00,-0.91,-1.20,-1.00,-1.03,-0.79,-1.20,-2.04
41,0,191008,83.60,70.90,96.30,1.30,-4.65,-4.65,-2.45,-4.65,611.00,0.00,-0.93,-1.32,-1.49,-1.23,-1.26,-1.31,-2.24
41,0,191009,78.70,65.70,91.70,1.59,-5.02,-5.02,-2.57,-5.02,459.00,0.00,-1.00,-1.33,-1.50,-1.43,-1.67,-1.19,-2.35
41,0,191010,65.30,51.10,79.40,1.57,-4.87,-4.87,-1.08,-4.87,131.00,55.00,-0.52,-1.11,-1.36,-1.62,-1.61,-1.34,-2.17
41,0,191011,56.70,43.00,70.30,0.59,-5.16,-5.16,-2.38,-5.16,46.00,212.00,-1.29,-1.17,-1.57,-1.94,-1.81,-1.83,-2.27
41,0,191012,47.60,35.20,60.10,1.61,-4.86,-4.86,-0.71,-4.86,9.00,450.00,0.03,-0.83,-0.94,-1.75,-1.64,-1.88,-1.88
41,0,191101,52.60,39.70,65.40,0.41,-5.39,-5.39,-3.08,-5.39,38.00,344.00,-1.49,-0.92,-1.31,-1.83,-1.89,-1.93,-1.95
41,0,191102,52.20,41.40,63.00,2.72,-4.71,-4.71,0.37,-4.52,35.00,280.00,1.36,0.13,0.02,-1.11,-1.67,-1.57,-1.77
41,0,191103,60.20,47.50,73.00,1.84,-4.40,-4.40,-0.52,-4.35,87.00,161.00,0.23,0.98,0.13,-0.61,-1.42,-1.42,-1.72
41,0,191104,64.70,53.50,75.90,4.02,-3.25,-3.25,2.10,-2.34,116.00,61.00,1.34,1.09,1.39,0.16,-0.68,-1.05,-1.39
41,0,191105,71.90,59.40,84.40,1.91,-3.58,-3.58,-2.01,-3.38,259.00,3.00,-1.11,0.27,0.31,0.17,-0.71,-1.28,-1.58
41,0,191106,82.80,69.10,96.50,0.76,-4.49,-4.49,-3.83,-4.49,560.00,0.00,-2.00,-2.14,-0.71,-0.41,-0.83,-1.47,-2.02
41,0,191107,81.50,70.30,92.70,3.77,-3.84,-3.84,0.57,-3.56,538.00,0.00,1.22,-0.37,-0.95,0.31,-0.33,-0.91,-1.76
41,0,191108,82.80,70.40,95.20,2.06,-3.81,-3.81,-1.11,-3.81,589.00,0.00,-0.05,0.73,-0.48,-0.10,-0.10,-0.74,-1.71
41,0,191109,80.70,68.60,92.80,1.54,-4.42,-4.42,-3.00,-4.42,520.00,0.00,-1.04,-0.87,-0.12,-0.60,-0.42,-0.76,-1.64
41,0,191110,65.50,53.40,77.70,1.71,-4.27,-4.27,-0.93,-4.27,141.00,53.00,-0.41,-1.05,-0.98,-1.34,-0.35,-0.77,-1.60
41,0,191111,50.70,37.20,64.20,1.32,-3.99,-3.99,-0.47,-3.99,11.00,364.00,-0.34,-0.59,-1.13,-1.10,-0.73,-0.65,-1.71
41,0,191112,43.50,33.50,53.60,4.05,1.17,-2.41,3.51,-0.99,3.00,555.00,1.94,1.07,0.45,0.20,-0.24,-0.15,-1.20
41,0,191201,41.60,28.20,55.10,0.41,0.73,-2.48,-0.97,-1.43,5.00,664.00,-1.49,0.89,0.36,-0.52,-0.95,-0.18,-1.28
41,0,191202,45.20,31.80,58.60,1.79,0.91,-1.97,0.78,-0.61,4.00,499.00,0.35,-0.62,0.82,-0.37,-0.58,-0.36,-1.22
41,0,191203,50.90,39.20,62.50,2.21,1.43,-1.15,1.84,0.81,15.00,391.00,0.63,0.58,-0.17,0.18,0.06,-0.32,-1.13
41,0,191204,64.00,51.90,76.10,2.40,1.57,-0.75,0.86,1.38,103.00,66.00,0.27,0.50,0.51,0.46,-0.23,-0.65,-1.16
41,0,191205,73.50,60.50,86.50,1.96,-0.49,-1.16,-1.48,0.39,302.00,2.00,-1.06,-0.62,-0.22,0.27,-0.45,-0.62,-1.39
41,0,191206,77.00,64.20,89.80,3.10,-0.11,-0.71,0.99,1.02,385.00,0.00,0.27,-0.52,-0.36,-0.34,-0.09,-0.13,-1.20
41,0,191207,83.30,70.80,95.90,1.37,-0.37,-0.91,-0.80,0.51,597.00,0.00,-0.97,-0.41,-0.96,-0.34,-0.10,-0.55,-1.20
41,0,191208,82.60,70.50,94.60,2.33,-0.46,-0.94,-0.39,0.30,578.00,0.00,0.19,-0.63,-0.38,-0.41,0.02,-0.49,-1.00
41,0,191209,75.90,63.30,88.50,1.64,-1.07,-1.50,-1.97,-0.64,409.00,2.00,-0.95,-0.64,-1.03,-0.98,-0.88,-0.49,-1.05
41,0,191210,66.80,54.50,79.00,2.28,-1.09,-1.48,-0.40,-0.65,173.00,37.00,0.01,-0.67,-0.57,-1.07,-0.64,-0.39,-0.93
41,0,191211,53.20,39.60,66.70,1.08,-1.36,-1.71,-1.13,-0.97,18.00,298.00,-0.61,-0.40,-0.92,-0.91,-0.87,-0.46,-0.87
41,0,191212,43.60,33.40,53.70,2.37,-0.94,-1.25,0.84,-0.28,3.00,563.00,0.75,0.01,-0.07,-0.82,-0.83,-0.80,-0.63
41,0,191301,45.20,33.00,57.50,1.25,-1.07,-1.35,-0.68,-0.57,10.00,533.00,-0.19,0.32,-0.18,-0.57,-0.98,-0.66,-0.54
41,0,191302,45.10,33.60,56.70,1.73,-0.86,-1.11,0.30,-0.27,5.00,487.00,0.28,0.01,0.36,-0.52,-0.64,-0.66,-0.67
41,0,191303,52.50,39.20,65.70,1.48,-0.64,-0.86,0.40,0.03,23.00,338.00,-0.20,-0.02,-0.15,-0.18,-0.78,-0.84,-0.75
41,0,191304,63.20,49.00,77.30,1.91,-0.58,-0.78,-0.01,0.07,73.00,86.00,-0.16,-0.22,-0.11,-0.26,-0.57,-0.94,-1.09
41,0,191305,72.80,59.40,86.20,2.14,-1.08,-1.26,-1.68,-0.56,261.00,3.00,-0.88,-0.83,-0.77,-0.34,-0.80,-0.89,-1.08
41,0,191306,76.90,66.00,87.80,3.84,-0.55,-0.72,1.24,0.29,403.00,0.00,0.78,-0.03,-0.17,-0.19,-0.27,-0.70,-0.61
41,0,191307,82.40,69.80,94.90,1.30,-0.90,-1.05,-1.21,-0.35,582.00,0.00,-1.06,-0.02,-0.55,-0.48,-0.45,-0.66,-0.99
41,0,191308,82.30,69.30,95.30,1.32,-1.49,-1.62,-2.04,-1.19,575.00,0.00,-0.90,-1.40,-0.54,-0.88,-0.53,-0.83,-1.08
41,0,191309,71.90,60.60,83.10,5.53,1.23,1.23,3.70,1.23,281.00,7.00,1.72,0.88,0.22,-0.01,-0.06,-0.14,-0.53
41,0,191310,62.60,51.30,73.90,3.58,1.88,1.88,2.32,1.88,85.00,100.00,0.76,1.52,1.02,0.37,0.22,0.11,-0.28
41,0,191311,59.50,49.60,69.50,3.60,2.62,2.62,2.79,2.62,77.00,148.00,1.43,1.27,1.88,1.20,0.56,0.59,0.03
41,0,191312,44.60,35.90,53.30,3.80,3.86,3.86,4.53,3.86,5.00,533.00,1.78,2.02,1.71,1.56,1.02,0.84,0.00
41,0,191401,50.70,36.90,64.40,0.28,3.09,3.09,-1.12,2.59,21.00,407.00,-1.75,0.64,1.27,1.48,0.89,0.67,0.00
41,0,191402,46.20,33.00,59.30,1.19,2.87,2.87,0.28,2.43,6.00,478.00,-0.40,-1.30,0.31,1.65,1.12,0.58,-0.06
41,0,191403,53.70,39.90,67.50,1.85,2.90,2.90,1.00,2.79,21.00,323.00,0.24,-0.15,-0.80,0.94,0.95,0.63,-0.11
41,0,191404,63.40,50.80,76.10,3.43,3.39,3.39,2.34,3.39,80.00,82.00,0.99,0.83,0.54,1.04,1.41,0.95,0.05
41,0,191405,70.60,61.10,80.10,6.62,4.80,4.80,5.28,4.80,232.00,11.00,2.05,1.99,1.72,1.45,2.16,1.78,0.71
41,0,191406,79.70,68.80,90.70,2.04,4.49,4.49,0.55,4.49,491.00,0.00,-0.58,1.19,1.37,0.66,1.39,1.39,0.58
41,0,191407,83.10,70.40,95.90,1.84,4.12,4.12,0.28,4.12,615.00,0.00,-0.43,-0.76,0.83,0.83,1.15,1.39,0.65
41,0,191408,79.80,69.40,90.30,5.69,5.60,5.60,5.70,5.60,495.00,0.00,2.25,1.69,0.92,1.74,1.53,2.02,1.07
41,0,191409,75.90,63.60,88.30,1.30,4.27,4.27,-2.26,3.37,371.00,1.00,-1.27,0.94,0.52,1.33,0.78,1.38,1.08
41,0,191410,65.30,53.00,77.50,3.35,4.21,4.21,1.16,3.70,130.00,58.00,0.64,-0.28,0.99,1.23,1.17,1.41,1.21
41,0,191411,55.40,44.60,66.20,3.03,4.44,4.44,2.00,4.44,27.00,251.00,1.07,0.98,0.23,0.66,1.44,1.37,1.52
41,0,191412,40.20,32.10,48.30,2.80,4.85,4.85,2.59,4.85,0.00,687.00,1.10,1.30,1.16,1.24,1.64,1.18,1.24
41,0,191501,43.30,31.60,54.90,1.61,4.73,4.73,1.13,4.73,6.00,586.00,0.23,0.86,1.16,1.39,1.58,1.46,1.32
41,0,191502,50.90,38.40,63.30,1.74,4.51,4.51,0.82,4.51,16.00,343.00,0.29,0.29,0.77,0.52,0.87,1.54,1.35
41,0,191503,46.50,35.50,57.60,1.56,4.48,4.48,1.30,4.48,5.00,506.00,-0.10,0.05,0.10,0.88,1.07,1.55,1.39
41,0,191504,64.20,53.30,75.00,5.14,5.54,5.54,4.56,5.54,91.00,67.00,1.91,1.43,1.34,1.54,1.78,1.92,1.99
41,0,191505,71.30,59.10,83.50,2.12,4.69,4.69,-0.82,4.33,266.00,8.00,-0.90,0.90,0.72,0.88,0.69,1.00,1.91
41,0,191506,80.20,67.70,92.70,2.26,4.22,4.22,0.03,3.82,495.00,0.00,-0.39,-0.92,0.48,0.40,0.84,1.02,1.73
41,0,191507,81.70,69.90,93.60,2.33,3.80,3.80,0.05,3.37,550.00,0.00,0.05,-0.34,-0.82,0.34,0.74,1.04,1.83
41,0,191508,78.70,67.10,90.20,4.78,4.86,4.86,4.34,4.86,477.00,0.00,1.80,1.46,0.83,0.96,1.05,0.86,2.22
41,0,191509,76.20,65.30,87.00,3.54,4.54,4.54,0.55,4.54,392.00,1.00,0.53,1.52,1.32,1.14,0.96,1.23,2.22
41,0,191510,65.90,51.80,80.00,1.36,-0.44,3.63,-1.32,3.08,146.00,51.00,-0.71,-0.16,0.75,0.00,0.65,0.95,1.92
41,0,191511,57.30,42.30,72.30,0.74,-1.11,2.54,-2.16,1.12,49.00,195.00,-1.06,-1.21,-0.62,0.02,0.38,0.58,1.51
41,0,191512,49.20,35.50,63.00,1.49,-1.32,1.96,-0.96,0.20,12.00,410.00,-0.10,-0.81,-1.03,0.14,0.34,0.33,0.91
41,0,191601,48.70,36.60,60.70,2.08,-1.23,1.71,-0.14,-0.05,28.00,438.00,0.72,0.29,-0.39,0.34,-0.22,0.41,1.16
41,0,191602,51.30,36.00,66.60,0.08,-2.12,-2.12,-3.04,-2.12,15.00,354.00,-2.09,-0.65,-0.62,-0.85,-0.27,0.10,1.05
41,0,191603,61.30,45.50,77.00,0.63,-2.86,-2.86,-2.87,-2.86,88.00,158.00,-1.37,-2.15,-1.12,-1.33,-0.40,-0.12,0.93
41,0,191604,62.70,49.80,75.70,3.04,-2.32,-2.32,0.72,-1.96,77.00,94.00,0.74,-0.04,-0.94,-0.81,-0.17,-0.55,0.99
41,0,191605,73.40,60.20,86.60,2.86,-2.62,-2.62,-1.61,-2.62,292.00,4.00,-0.23,0.25,-0.24,-0.58,-0.81,-0.38,0.49
41,0,191606,81.40,68.20,94.60,1.82,-3.33,-3.33,-2.95,-3.33,503.00,0.00,-0.79,-0.74,-0.25,-0.79,-1.11,-0.43,0.48
41,0,191607,82.40,70.10,94.60,2.53,-3.36,-3.36,-1.11,-3.36,574.00,0.00,0.23,-0.48,-0.59,-0.96,-0.89,-0.35,0.57
41,0,191608,81.00,69.30,92.70,2.88,-2.86,-2.86,0.46,-2.62,534.00,0.00,0.64,0.47,-0.18,-0.29,-0.51,-0.70,0.18
41,0,191609,74.80,62.20,87.40,1.81,-3.09,-3.09,-1.58,-3.09,355.00,2.00,-0.80,-0.22,-0.19,-0.34,-0.74,-1.03,0.22
41,0,191610,66.00,52.40,79.50,2.07,-2.96,-2.96,-0.56,-2.96,147.00,47.00,-0.14,-0.69,-0.36,-0.69,-0.98,-0.95,0.00
41,0,191611,53.20,38.40,67.90,1.27,-2.94,-2.94,-0.85,-2.94,20.00,295.00,-0.39,-0.41,-0.85,-0.74,-0.73,-0.89,-0.28
41,0,191612,47.20,32.70,61.70,0.53,-3.36,-3.36,-2.17,-3.36,10.00,459.00,-1.55,-1.14,-0.89,-0.81,-0.77,-1.08,-0.48
41,0,191701,47.40,35.10,59.60,0.83,-3.73,-3.73,-2.14,-3.73,16.00,472.00,-0.77,-1.52,-1.30,-1.06,-1.16,-1.38,-0.59
41,0,191702,50.70,35.30,66.10,0.75,-4.16,-4.16,-2.45,-4.16,17.00,350.00,-1.01,-1.19,-1.67,-1.51,-1.30,-1.24,-0.73
41,0,191703,56.50,42.20,70.90,0.73,-4.35,-4.35,-1.84,-4.35,50.00,240.00,-1.22,-1.45,-1.42,-1.39,-1.32,-1.22,-0.86
41,0,191704,64.00,49.80,78.10,1.73,-4.44,-4.44,-1.64,-4.44,89.00,77.00,-0.35,-0.97,-1.34,-1.53,-1.45,-1.50,-1.41
41,0,191705,68.20,55.20,81.10,2.31,-4.55,-4.55,-1.70,-4.55,161.00,28.00,-0.71,-0.83,-1.25,-1.85,-1.71,-1.60,-1.44
41,0,191706,80.40,66.00,94.80,0.72,-5.69,-5.69,-4.81,-5.69,480.00,0.00,-2.05,-1.85,-1.74,-2.22,-1.81,-1.82,-1.75
41,0,191707,84.10,71.00,97.20,1.99,-5.87,-5.87,-2.32,-5.87,604.00,0.00,-0.28,-1.54,-1.68,-2.02,-2.05,-1.87,-1.80
41,0,191708,82.50,69.40,95.50,1.90,-5.74,-5.74,-1.42,-5.74,582.00,0.00,-0.21,-0.50,-1.45,-1.92,-2.16,-1.95,-2.24
41,0,191709,75.30,62.70,87.90,1.88,-5.68,-5.68,-1.59,-5.68,350.00,1.00,-0.73,-0.76,-0.84,-1.71,-2.10,-1.90,-2.46
41,0,191710,62.90,46.10,79.80,0.27,-5.88,-5.88,-2.35,-5.88,86.00,94.00,-2.14,-1.81,-1.55,-2.14,-2.43,-2.47,-2.45
41,0,191711,56.10,40.90,71.20,0.80,-5.93,-5.93,-1.97,-5.93,25.00,257.00,-0.97,-2.14,-2.05,-2.15,-2.55,-2.79,-2.34
41,0,191712,43.80,30.30,57.20,0.15,-6.19,-6.19,-2.59,-6.19,3.00,594.00,-2.71,-1.86,-2.43,-2.10,-2.52,-2.90,-2.19
41,0,191801,38.30,24.10,52.60,0.76,-6.14,-6.14,-1.78,-6.14,3.00,748.00,-0.88,-1.96,-1.82,-2.29,-2.48,-2.82,-2.50
41,0,191802,50.80,36.60,65.00,0.81,-6.31,-6.31,-2.39,-6.31,16.00,345.00,-0.92,-1.20,-1.97,-2.42,-2.62,-2.88,-2.55
41,0,191803,60.60,46.40,74.80,1.09,-6.35,-6.35,-2.08,-6.35,89.00,158.00,-0.70,-1.08,-1.20,-2.15,-2.30,-2.61,-2.59
41,0,191804,63.40,50.40,76.40,2.93,-5.66,-5.66,0.11,-5.57,93.00,81.00,0.67,0.18,-0.27,-1.30,-1.98,-2.37,-2.73
41,0,191805,73.50,61.60,85.30,2.26,-6.06,-6.06,-2.94,-6.06,300.00,2.00,-0.76,-0.13,-0.36,-1.38,-1.98,-2.40,-3.09
41,0,191806,82.40,69.70,95.00,2.23,-6.54,-6.54,-3.32,-6.54,552.00,0.00,-0.42,-0.86,-0.38,-0.94,-1.73,-2.07,-3.09
41,0,191807,84.10,70.50,97.70,1.06,-7.06,-7.06,-3.59,-7.06,613.00,0.00,-1.37,-1.14,-1.40,-1.17,-1.71,-2.21,-3.09
41,0,191808,83.20,69.90,96.50,1.52,-7.04,-7.04,-2.12,-7.04,603.00,0.00,-0.64,-1.43,-1.35,-1.21,-1.76,-2.13,-3.09
41,0,191809,72.50,58.60,86.30,1.92,-6.68,-6.68,-1.07,-6.68,282.00,7.00,-0.70,-0.97,-1.41,-1.26,-1.59,-2.08,-3.09
41,0,191810,67.10,55.00,79.10,3.36,0.28,-5.70,0.85,-5.34,163.00,38.00,0.65,0.02,-0.35,-1.17,-1.11,-1.60,-2.87
41,0,191811,51.40,41.70,61.00,3.58,1.31,-4.06,3.17,-2.50,12.00,339.00,1.41,1.18,0.66,-0.37,-0.48,-1.08,-2.45
41,0,191812,46.50,35.70,57.30,2.93,2.00,-2.82,2.47,-0.39,8.00,453.00,1.19,1.62,1.38,0.18,-0.09,-0.48,-1.86
41,0,191901,42.40,31.20,53.60,2.34,2.57,-1.75,2.34,1.38,5.00,601.00,0.97,1.40,1.81,0.81,-0.10,-0.20,-1.77
41,0,191902,47.70,35.80,59.70,1.52,2.57,-1.30,0.80,1.88,6.00,434.00,0.03,0.64,1.08,1.03,0.17,-0.05,-1.75
41,0,191903,55.20,43.50,67.00,2.75,3.04,3.04,2.21,3.04,35.00,272.00,1.17,0.78,0.98,1.49,0.59,0.25,-1.54
41,0,191904,64.50,52.10,76.90,2.38,2.98,2.98,0.76,2.98,101.00,65.00,0.25,0.76,0.62,1.43,0.90,0.14,-1.52
41,0,191905,70.10,58.40,81.80,4.36,3.45,3.45,2.33,3.45,207.00,12.00,0.83,0.66,0.96,1.23,1.21,0.57,-1.27
41,0,191906,75.50,64.40,86.60,5.05,4.61,4.61,4.54,4.61,359.00,1.00,1.51,1.49,1.27,1.38,1.75,1.07,-0.60
41,0,191907,80.20,69.20,91.10,3.85,6.13,6.13,5.99,6.13,502.00,0.00,1.27,1.84,1.88,1.55,1.92,1.46,-0.30
41,0,191908,81.70,69.40,93.90,2.99,7.00,7.00,4.51,7.00,540.00,0.00,0.72,1.31,1.98,1.72,1.80,1.66,-0.14
41,0,191909,75.10,64.20,86.10,5.04,7.32,7.32,3.11,7.32,356.00,1.00,1.45,1.40,1.85,2.04,1.99,2.17,0.28
41,0,191910,67.90,58.70,77.10,6.26,8.23,8.23,4.98,8.23,222.00,32.00,1.90,2.20,2.27,3.01,2.48,2.69,1.12
41,0,191911,54.10,42.10,66.00,2.07,7.96,7.96,1.74,7.96,35.00,266.00,0.36,1.65,2.07,2.91,2.43,2.53,1.32
41,0,191912,45.40,32.70,58.10,0.84,7.31,7.31,0.52,7.31,5.00,528.00,-0.97,-0.34,1.16,2.10,2.16,2.16,1.12
41,0,192001,42.80,32.10,53.50,3.11,7.83,7.83,3.79,7.83,6.00,610.00,1.63,0.55,0.48,2.05,2.88,2.42,1.44
41,0,192002,51.00,39.30,62.80,0.63,6.70,6.70,-0.96,6.30,17.00,346.00,-1.19,0.56,-0.07,1.64,2.39,2.22,1.44
41,0,192003,54.60,41.10,68.20,1.02,5.87,5.87,-0.43,5.26,33.00,275.00,-0.80,-1.30,0.02,0.84,1.77,2.04,1.47
41,0,192004,62.90,48.20,77.50,0.87,4.88,4.88,-1.13,3.83,94.00,81.00,-1.59,-1.64,-1.95,-0.66,1.02,1.79,1.37
41,0,192005,73.30,61.40,85.20,4.42,4.87,4.87,1.47,4.30,318.00,3.00,0.87,-0.07,-0.35,-0.34,1.03,1.74,1.62
41,0,192006,77.50,65.70,89.40,3.09,4.81,4.81,1.31,4.63,405.00,0.00,0.27,0.70,0.03,0.04,0.59,1.32,1.73
41,0,192007,82.20,69.40,94.90,2.45,4.69,4.69,1.12,4.69,553.00,0.00,0.16,0.20,0.62,-0.45,-0.13,1.02,1.87
41,0,192008,78.50,67.90,89.00,5.46,6.13,6.13,5.79,6.13,465.00,0.00,2.14,1.89,1.58,0.73,0.53,1.38,2.32
41,0,192009,77.40,64.80,90.00,2.19,5.08,5.08,-1.27,4.56,420.00,1.00,-0.47,1.24,1.08,0.68,0.56,0.92,2.64
41,0,192010,66.30,53.70,78.90,2.96,4.76,4.76,0.61,4.41,143.00,49.00,0.43,-0.04,1.08,1.16,0.28,0.39,2.66
41,0,192011,51.60,39.90,63.30,2.30,4.65,4.65,1.16,4.65,14.00,345.00,0.55,0.53,0.14,1.00,0.58,0.46,2.59
41,0,192012,47.10,33.40,60.90,1.11,-0.23,3.95,-0.68,3.63,7.00,473.00,-0.57,-0.02,0.18,0.80,0.57,0.51,1.74
41,0,192101,50.80,38.10,63.40,1.40,-0.47,3.28,-0.80,2.61,31.00,377.00,-0.01,-0.51,-0.13,0.75,0.89,0.17,1.67
41,0,192102,50.90,36.70,65.20,1.36,-0.66,2.70,-0.72,1.72,17.00,337.00,-0.17,-0.16,-0.49,-0.22,0.61,0.32,1.66
41,0,192103,61.10,49.40,72.80,2.18,-0.58,2.44,0.05,1.45,114.00,137.00,0.60,0.24,0.12,0.13,0.70,0.52,1.64
41,0,192104,62.80,49.10,76.50,2.71,-0.18,2.52,1.01,1.86,78.00,91.00,0.51,0.64,0.44,0.12,0.76,0.90,1.87
41,0,192105,72.60,59.80,85.30,1.97,-0.79,1.64,-1.87,0.32,275.00,3.00,-1.05,-0.42,-0.08,-0.39,-0.28,0.42,1.52
41,0,192106,78.20,67.20,89.20,5.82,1.13,2.60,3.39,2.34,433.00,0.00,1.92,0.83,0.83,0.67,0.49,0.92,1.63
41,0,192107,81.60,70.40,92.90,2.26,1.26,2.58,0.74,2.54,546.00,0.00,-0.01,1.47,0.65,0.66,0.44,0.85,1.42
41,0,192108,83.10,70.00,96.20,1.12,-0.64,1.67,-1.92,0.77,594.00,0.00,-1.21,-0.85,0.75,0.40,0.09,0.08,1.18
41,0,192109,79.30,68.20,90.40,2.95,-0.87,1.20,-0.89,-0.08,476.00,0.00,0.12,-0.58,-0.58,0.21,0.23,0.19,0.95
41,0,192110,66.80,51.50,82.10,0.44,-1.66,-1.66,-2.64,-1.66,146.00,46.00,-1.82,-0.97,-1.34,-0.52,-0.24,-0.25,0.06
41,0,192111,58.60,43.50,73.80,0.61,-2.37,-2.37,-2.64,-2.37,72.00,162.00,-1.26,-2.16,-1.43,-0.51,-0.46,-0.60,-0.17
41,0,192112,51.70,37.40,66.00,1.07,-2.77,-2.77,-1.95,-2.77,24.00,339.00,-0.62,-1.23,-1.84,-1.64,-0.74,-0.60,-0.10
41,0,192201,42.70,31.70,53.70,1.80,-2.61,-2.61,-0.35,-2.61,5.00,619.00,0.44,-0.23,-0.83,-1.52,-0.83,-0.55,-0.26
41,0,192202,51.80,38.60,65.00,1.29,-2.80,-2.80,-1.40,-2.80,23.00,314.00,-0.26,0.10,-0.31,-1.21,-0.59,-0.56,-0.17
41,0,192203,55.20,41.60,68.70,2.85,0.65,-1.87,1.95,-1.00,34.00,277.00,1.26,0.68,0.64,-0.81,-1.07,-0.45,0.06
41,0,192204,65.40,54.00,76.90,5.48,2.01,2.01,4.28,2.01,136.00,55.00,2.07,2.00,1.75,0.74,-0.20,0.11,0.73
41,0,192205,73.50,61.40,85.60,3.64,2.04,2.04,0.71,2.04,326.00,3.00,0.36,1.65,1.74,1.19,0.15,0.45,0.64
41,0,192206,78.70,67.00,90.30,2.98,2.31,2.31,1.44,2.31,448.00,0.00,0.18,0.29,1.37,1.29,0.15,-0.09,0.64
41,0,192207,82.90,70.10,95.80,1.80,2.14,2.14,0.21,2.14,574.00,0.00,-0.48,-0.23,-0.04,1.10,0.52,-0.15,0.56
41,0,192208,83.70,69.90,97.50,1.18,-0.70,1.22,-2.11,0.20,603.00,0.00,-1.11,-1.14,-0.78,0.90,0.57,-0.15,-0.04
41,0,192209,77.30,63.80,90.70,1.72,-1.34,-1.34,-2.12,-1.34,412.00,0.00,-0.88,-1.33,-1.32,0.21,0.45,-0.39,-0.16
41,0,192210,65.70,51.40,80.00,1.72,-1.51,-1.51,-0.94,-1.51,136.00,51.00,-0.40,-0.94,-1.29,-0.96,0.18,-0.15,-0.37
41,0,192211,55.50,44.30,66.80,2.20,-1.26,-1.26,0.28,-1.03,38.00,233.00,0.47,-0.10,-0.62,-0.97,0.33,0.16,-0.40
41,0,192212,51.60,38.50,64.60,0.41,-1.99,-1.99,-2.57,-1.99,23.00,333.00,-1.84,-0.54,-0.67,-1.45,-0.24,0.03,-0.40
41,0,192301,53.20,39.70,66.70,1.48,-2.36,-2.36,-1.71,-2.36,44.00,319.00,0.08,-1.03,-0.50,-1.28,-1.04,-0.06,-0.40
41,0,192302,46.90,36.50,57.20,3.65,0.86,-1.25,2.58,-0.06,9.00,440.00,2.24,1.44,0.46,-0.26,-0.64,0.41,-0.11
41,0,192303,52.00,39.40,64.70,2.39,1.39,1.39,1.87,1.39,22.00,348.00,0.81,1.99,1.43,0.28,-0.52,0.30,-0.08
41,0,192304,64.20,52.90,75.40,3.63,2.03,2.03,2.33,2.03,111.00,65.00,1.12,1.15,1.77,0.93,-0.01,-0.07,0.06
